Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.      
Vardas743           Pavarde743          8         5         7         7         4         7         5         4         2         5         3         5         9         4         4         8         
Vardas744           Pavarde744          7         4         7         2         9         5         6         10        3         4         9         1         5         1         9         9         
Vardas745           Pavarde745          10        5         10        8         10        10        10        4         4         1         9         9         4         4         10        6         
Vardas746           Pavarde746          7         1         3         6         10        9         1         5         4         1         2         2         7         10        8         10        
Vardas747           Pavarde747          8         3         9         3         10        10        6         2         3         5         5         2         5         8         3         5         
Vardas748           Pavarde748          8         3         10        9         9         8         10        5         3         8         9         6         2         8         7         5         
Vardas749           Pavarde749          2         1         8         3         4         8         7         9         2         9         3         8         5         2         5         9         
Vardas750           Pavarde750          10        4         2         4         2         8         8         8         3         6         2         2         4         9         1         4         
Vardas751           Pavarde751          7         4         1         4         5         7         8         10        4         1         1         6         5         6         2         3         
Vardas752           Pavarde752          9         10        9         5         9         2         3         3         7         1         7         2         9         9         5         10        
Vardas753           Pavarde753          7         3         2         8         3         9         4         10        8         5         4         4         3         4         1         3         
Vardas754           Pavarde754          5         8         9         7         2         6         4         6         1         4         5         8         7         2         4         4         
Vardas755           Pavarde755          3         4         2         8         2         5         8         9         6         7         1         2         2         1         6         3         
Vardas756           Pavarde756          4         9         1         10        2         6         4         5         3         6         2         10        7         7         3         10        
Vardas757           Pavarde757          1         8         4         3         4         4         9         1         1         3         5         6         9         9         6         2         
Vardas758           Pavarde758          7         6         3         2         6         10        10        6         5         6         10        10        10        7         4         6         
Vardas759           Pavarde759          10        9         10        9         6         6         1         9         8         2         8         4         9         5         7         6         
Vardas760           Pavarde760          1         3         8         8         9         9         5         2         8         5         7         8         4         5         7         9         
Vardas761           Pavarde761          9         6         9         4         6         5         5         5         7         3         7         4         5         8         1         2         
Vardas762           Pavarde762          3         9         8         9         7         3         10        3         4         7         4         2         5         7         2         9         
Vardas763           Pavarde763          10        6         4         6         5         2         1         1         3         10        1         7         3         2         3         7         
Vardas764           Pavarde764          2         4         6         1         2         2         1         3         6         10        8         4         6         2         5         4         
Vardas765           Pavarde765          6         4         9         9         2         4         8         8         1         5         5         10        2         10        9         5         
Vardas766           Pavarde766          2         7         7         10        9         1         2         3         5         6         7         4         3         8         9         2         
Vardas767           Pavarde767          7         7         10        8         5         5         7         5         9         7         7         10        1         8         9         1         
Vardas768           Pavarde768          7         6         4         2         1         1         7         6         8         8         9         10        5         9         2         3         
Vardas769           Pavarde769          7         3         8         10        9         7         4         7         8         7         5         8         2         5         9         5         
Vardas770           Pavarde770          6         10        7         7         6         3         10        6         9         7         10        6         3         2         5         10        
Vardas771           Pavarde771          5         4         6         1         10        1         4         3         1         3         5         5         2         1         5         1         
Vardas772           Pavarde772          10        2         10        4         6         3         3         5         7         7         6         2         10        9         5         5         
Vardas773           Pavarde773          9         8         4         2         2         4         9         10        2         10        8         3         7         7         3         6         
Vardas774           Pavarde774          8         2         8         1         1         4         1         5         8         2         5         4         8         5         1         2         
Vardas775           Pavarde775          2         5         8         1         10        2         7         5         1         3         10        6         8         10        4         7         
Vardas776           Pavarde776          6         7         7         4         4         9         5         3         5         10        4         6         5         6         9         1         
Vardas777           Pavarde777          1         7         8         9         10        7         8         4         2         9         6         10        9         10        4         6         
Vardas778           Pavarde778          9         6         5         2         2         5         6         4         1         8         5         2         7         8         7         8         
Vardas779           Pavarde779          1         7         7         9         7         9         3         2         9         2         5         9         1         7         10        10        
Vardas780           Pavarde780          3         4         4         10        6         4         1         8         2         7         2         9         1         10        9         7         
Vardas781           Pavarde781          4         8         2         6         7         7         2         7         1         8         8         7         8         10        4         2         
Vardas782           Pavarde782          4         6         5         7         2         4         1         2         8         2         10        4         7         1         4         6         
Vardas783           Pavarde783          9         8         8         7         4         8         2         9         3         9         6         3         7         9         7         10        
Vardas784           Pavarde784          7         4         7         9         8         7         4         10        7         2         2         9         10        5         3         8         
Vardas785           Pavarde785          7         3         3         4         1         3         3         7         7         7         6         3         4         10        10        10        
Vardas786           Pavarde786          3         9         10        3         7         7         4         2         5         1         6         1         2         3         6         8         
Vardas787           Pavarde787          2         6         10        10        8         10        7         2         4         8         1         9         3         7         4         1         
Vardas788           Pavarde788          2         8         4         2         5         7         8         5         4         8         2         4         1         8         4         6         
Vardas789           Pavarde789          4         5         1         2         9         4         8         4         9         2         1         9         9         5         3         5         
Vardas790           Pavarde790          6         7         10        5         4         6         3         5         2         5         9         1         6         3         9         8         
Vardas791           Pavarde791          10        6         7         1         5         10        8         2         1         6         1         10        7         1         1         8         
Vardas792           Pavarde792          6         8         7         3         7         3         8         8         4         2         3         5         9         1         10        10        
Vardas793           Pavarde793          8         4         8         4         9         9         5         2         3         6         3         6         2         6         2         5         
Vardas794           Pavarde794          1         10        8         10        3         10        8         4         10        4         10        9         9         9         7         3         
Vardas795           Pavarde795          9         1         6         7         10        4         7         6         8         8         2         2         4         8         7         4         
Vardas796           Pavarde796          7         6         10        3         2         6         7         6         6         4         5         7         9         9         2         8         
Vardas797           Pavarde797          2         2         1         7         4         3         2         5         4         1         8         10        10        3         3         10        
Vardas798           Pavarde798          9         6         6         6         5         8         7         10        1         3         8         7         4         9         10        10        
Vardas799           Pavarde799          9         5         5         10        10        8         6         6         5         7         9         8         7         10        5         2         
Vardas800           Pavarde800          8         3         1         7         9         1         10        3         10        9         5         5         6         5         10        7         
Vardas801           Pavarde801          4         5         4         8         3         2         1         6         8         4         6         7         8         6         5         9         
Vardas802           Pavarde802          10        5         5         10        7         3         4         2         5         1         8         3         7         6         9         7         
Vardas803           Pavarde803          1         7         7         4         7         9         4         4         3         6         4         6         9         10        9         4         
Vardas804           Pavarde804          4         6         8         10        1         3         9         5         10        5         9         5         7         6         5         10        
Vardas805           Pavarde805          4         1         9         6         8         4         10        3         3         4         7         6         8         8         9         4         
Vardas806           Pavarde806          1         9         3         1         9         5         7         5         10        6         9         10        6         3         1         3         
Vardas807           Pavarde807          5         2         5         1         3         3         4         5         9         7         3         3         7         10        7         8         
Vardas808           Pavarde808          10        9         8         3         6         8         2         2         3         2         6         2         8         1         7         4         
Vardas809           Pavarde809          5         2         1         1         7         3         6         1         4         6         6         4         10        4         1         8         
Vardas810           Pavarde810          1         5         6         1         9         9         1         5         8         6         8         3         6         6         3         5         
Vardas811           Pavarde811          5         3         8         6         10        8         6         7         8         8         4         1         9         7         3         1         
Vardas812           Pavarde812          6         1         1         6         6         10        4         6         4         1         8         7         8         9         7         3         
Vardas813           Pavarde813          2         1         10        5         6         7         9         5         4         3         9         6         4         5         10        10        
Vardas814           Pavarde814          9         6         1         1         1         10        9         7         4         8         8         3         1         1         5         10        
Vardas815           Pavarde815          5         6         3         4         9         2         8         10        2         7         3         2         1         3         2         8         
Vardas816           Pavarde816          10        10        10        1         1         1         1         6         6         8         5         9         7         4         4         10        
Vardas817           Pavarde817          3         3         10        4         1         10        1         9         6         7         6         3         1         2         1         2         
Vardas818           Pavarde818          6         5         5         8         6         2         3         9         10        3         5         10        1         4         6         9         
Vardas819           Pavarde819          9         7         10        4         2         9         7         10        5         2         2         4         9         6         1         7         
Vardas820           Pavarde820          8         2         10        2         7         8         10        3         1         8         4         8         6         5         2         9         
Vardas821           Pavarde821          9         10        2         10        7         10        6         5         4         7         1         1         8         7         8         2         
Vardas822           Pavarde822          8         9         10        5         10        5         3         1         7         3         4         5         6         3         10        6         
Vardas823           Pavarde823          9         6         4         2         2         6         6         4         2         8         3         6         3         10        1         9         
Vardas824           Pavarde824          7         2         4         7         1         2         9         9         2         10        7         7         6         6         7         5         
Vardas825           Pavarde825          1         9         9         1         7         8         7         10        2         1         1         5         8         9         9         1         
Vardas826           Pavarde826          6         6         4         1         7         2         10        7         3         9         10        10        3         1         10        9         
Vardas827           Pavarde827          1         2         5         6         2         6         9         10        3         6         4         7         3         8         2         6         
Vardas828           Pavarde828          6         7         2         9         6         3         9         1         6         6         3         10        7         4         10        6         
Vardas829           Pavarde829          1         9         3         8         8         1         8         5         9         3         4         7         9         10        2         5         
Vardas830           Pavarde830          5         3         6         7         6         5         9         9         6         2         7         7         5         1         5         6         
Vardas831           Pavarde831          3         10        10        8         4         3         10        4         7         6         2         5         3         8         8         6         
Vardas832           Pavarde832          2         6         1         1         10        5         10        8         6         6         4         2         10        8         9         10        
Vardas833           Pavarde833          10        6         3         6         9         10        3         1         3         1         10        1         1         4         3         4         
Vardas834           Pavarde834          7         7         1         1         8         4         9         5         7         9         4         10        8         4         6         9         
Vardas835           Pavarde835          1         10        9         1         7         8         4         9         10        9         1         6         2         1         1         6         
Vardas836           Pavarde836          4         5         2         1         8         10        3         9         4         2         2         5         5         5         6         7         
Vardas837           Pavarde837          9         5         10        1         5         5         10        2         1         9         2         3         9         6         8         6         
Vardas838           Pavarde838          2         5         2         5         6         6         4         1         6         1         7         6         9         4         9         2         
Vardas839           Pavarde839          2         3         3         9         5         10        7         2         6         9         2         6         7         4         3         8         
Vardas840           Pavarde840          6         7         5         2         10        4         8         3         6         5         6         3         2         9         10        1         
Vardas841           Pavarde841          6         8         1         10        7         6         1         6         5         3         6         5         5         7         10        5         
Vardas842           Pavarde842          6         1         5         4         1         8         3         2         3         2         8         8         5         5         6         5         
Vardas843           Pavarde843          7         6         10        1         9         9         5         9         2         9         1         1         3         9         6         10        
Vardas844           Pavarde844          5         6         3         7         2         6         10        8         4         2         6         6         5         2         5         1         
Vardas845           Pavarde845          3         7         10        7         3         2         5         10        5         10        8         5         3         5         2         6         
Vardas846           Pavarde846          6         10        6         5         2         1         3         10        5         2         9         6         4         5         3         9         
Vardas847           Pavarde847          5         6         6         2         9         9         5         9         3         3         5         3         2         10        5         5         
Vardas848           Pavarde848          7         5         2         8         4         4         2         5         8         3         9         7         2         6         3         1         
Vardas849           Pavarde849          4         5         2         7         6         6         8         8         8         6         10        10        9         10        3         6         
Vardas850           Pavarde850          1         9         2         9         7         8         6         1         6         7         6         1         2         9         6         4         
Vardas851           Pavarde851          9         6         3         3         9         10        5         7         6         5         6         8         7         3         2         3         
Vardas852           Pavarde852          4         8         7         9         4         7         3         7         5         4         1         7         9         1         2         6         
Vardas853           Pavarde853          2         5         3         6         8         9         10        7         4         4         9         7         7         10        6         7         
Vardas854           Pavarde854          8         3         7         5         8         3         4         7         7         10        10        7         10        9         7         2         
Vardas855           Pavarde855          6         9         5         9         7         2         6         9         2         8         5         2         4         7         5         5         
Vardas856           Pavarde856          10        7         2         8         10        4         6         4         3         5         2         6         7         1         10        5         
Vardas857           Pavarde857          10        10        10        2         10        6         8         7         9         8         4         2         9         2         3         10        
Vardas858           Pavarde858          4         3         8         4         7         5         5         2         4         8         7         8         9         5         8         10        
Vardas859           Pavarde859          5         2         6         3         3         10        8         3         1         1         1         9         10        5         7         5         
Vardas860           Pavarde860          10        9         7         4         1         5         5         9         1         1         4         7         4         4         1         8         
Vardas861           Pavarde861          8         8         8         1         8         8         2         4         9         9         3         10        9         6         2         4         
Vardas862           Pavarde862          7         9         10        2         5         7         2         4         8         3         9         6         6         8         3         4         
Vardas863           Pavarde863          10        9         4         6         9         3         5         5         6         6         3         5         2         1         5         1         
Vardas864           Pavarde864          3         8         1         6         4         6         6         8         9         1         5         1         10        5         6         6         
Vardas865           Pavarde865          9         4         9         5         4         6         6         4         5         5         9         7         4         10        2         1         
Vardas866           Pavarde866          9         9         8         1         1         2         10        7         2         8         6         10        9         7         5         4         
Vardas867           Pavarde867          4         3         4         10        8         2         9         2         10        6         1         3         7         9         8         1         
Vardas868           Pavarde868          9         3         10        7         3         10        5         8         10        3         6         5         10        1         2         6         
Vardas869           Pavarde869          3         5         10        9         1         7         5         9         6         4         10        7         5         5         5         6         
Vardas870           Pavarde870          9         6         7         8         5         4         5         4         9         4         1         5         6         7         1         6         
Vardas871           Pavarde871          6         6         5         7         6         2         10        9         4         7         6         7         7         10        9         4         
Vardas872           Pavarde872          3         1         8         7         6         8         5         6         2         3         4         7         5         5         2         3         
Vardas873           Pavarde873          9         7         8         1         5         10        10        5         8         10        10        6         4         8         7         3         
Vardas874           Pavarde874          1         6         5         8         4         1         6         9         5         3         1         9         5         8         8         4         
Vardas875           Pavarde875          7         5         1         8         5         10        2         4         1         9         7         9         2         10        7         8         
Vardas876           Pavarde876          10        9         1         3         9         1         8         2         4         7         2         1         1         8         8         1         
Vardas877           Pavarde877          1         3         2         10        5         1         7         4         4         4         1         9         3         1         2         9         
Vardas878           Pavarde878          1         5         2         5         4         4         8         8         3         4         2         1         8         5         4         4         
Vardas879           Pavarde879          6         5         4         5         9         3         8         10        3         9         6         10        4         5         3         7         
Vardas880           Pavarde880          1         4         1         8         7         9         9         5         2         6         5         2         2         5         9         8         
Vardas881           Pavarde881          10        7         5         1         7         4         4         10        9         8         9         5         4         1         4         10        
Vardas882           Pavarde882          6         6         3         2         3         7         9         6         2         1         3         1         3         8         10        1         
Vardas883           Pavarde883          9         9         3         6         7         8         1         2         5         7         5         9         4         2         5         5         
Vardas884           Pavarde884          4         6         7         7         8         4         4         7         8         4         4         4         6         5         6         7         
Vardas885           Pavarde885          9         4         9         7         5         10        8         2         2         4         2         1         5         2         10        10        
Vardas886           Pavarde886          9         1         8         2         1         1         3         7         3         10        1         3         7         3         2         3         
Vardas887           Pavarde887          7         6         6         5         1         9         3         1         2         5         9         9         4         8         9         8         
Vardas888           Pavarde888          7         2         9         9         7         5         10        8         8         2         10        1         9         1         3         9         
Vardas889           Pavarde889          8         9         7         3         9         6         4         7         1         6         1         10        1         5         1         1         
Vardas890           Pavarde890          7         6         1         9         8         8         5         2         7         6         5         5         1         7         8         10        
Vardas891           Pavarde891          6         9         3         7         4         3         5         7         4         1         2         8         9         5         6         3         
Vardas892           Pavarde892          9         4         9         6         3         8         10        2         5         3         6         6         7         6         3         10        
Vardas893           Pavarde893          9         6         9         4         2         7         9         9         8         4         2         6         1         10        3         7         
Vardas894           Pavarde894          10        6         5         4         7         5         5         9         4         2         5         9         6         7         4         6         
Vardas895           Pavarde895          5         8         5         4         9         10        7         7         9         8         2         2         8         5         1         10        
Vardas896           Pavarde896          1         10        7         9         8         7         9         3         6         10        5         9         4         6         1         9         
Vardas897           Pavarde897          1         10        8         1         4         10        6         2         10        9         9         7         8         1         2         6         
Vardas898           Pavarde898          10        1         6         9         5         3         8         1         9         10        2         8         6         8         2         3         
Vardas899           Pavarde899          2         9         2         7         4         5         9         3         6         4         4         2         7         9         6         5         
Vardas900           Pavarde900          2         9         8         10        1         7         10        5         6         1         2         7         9         7         6         6         
Vardas901           Pavarde901          1         8         5         6         2         9         9         2         2         8         10        7         10        5         10        7         
Vardas902           Pavarde902          5         9         10        10        10        10        5         8         1         6         3         6         7         6         6         6         
Vardas903           Pavarde903          6         6         2         9         10        2         5         7         1         7         7         9         4         3         3         10        
Vardas904           Pavarde904          8         5         5         1         7         7         5         8         9         9         9         2         4         2         3         7         
Vardas905           Pavarde905          7         4         10        9         9         7         8         4         6         9         8         10        4         7         2         3         
Vardas906           Pavarde906          7         1         10        10        4         1         1         2         10        8         7         2         6         10        8         4         
Vardas907           Pavarde907          7         5         1         9         3         5         10        6         7         4         2         2         10        3         10        5         
Vardas908           Pavarde908          5         6         5         3         5         9         1         9         3         5         1         5         4         7         8         3         
Vardas909           Pavarde909          2         3         2         2         8         3         3         9         5         5         6         10        6         4         1         1         
Vardas910           Pavarde910          6         2         1         10        7         10        3         5         9         8         6         10        5         1         10        6         
Vardas911           Pavarde911          8         8         6         2         9         8         7         10        1         5         2         3         5         4         1         5         
Vardas912           Pavarde912          2         6         9         5         8         4         10        8         4         9         8         4         1         9         10        2         
Vardas913           Pavarde913          9         9         8         1         8         10        5         10        5         3         9         2         3         2         10        9         
Vardas914           Pavarde914          3         10        1         5         1         2         10        5         7         1         3         8         7         9         1         7         
Vardas915           Pavarde915          3         1         4         3         8         7         5         7         4         7         8         2         10        4         9         6         
Vardas916           Pavarde916          5         3         4         8         1         6         7         10        10        9         10        4         3         1         6         7         
Vardas917           Pavarde917          5         6         5         2         9         1         4         2         6         1         9         5         7         9         7         4         
Vardas918           Pavarde918          3         5         5         8         10        5         8         3         5         8         4         5         6         4         1         1         
Vardas919           Pavarde919          9         4         4         7         4         1         10        7         7         3         8         9         1         8         3         7         
Vardas920           Pavarde920          6         4         3         10        2         5         9         6         4         9         6         2         6         9         3         7         
Vardas921           Pavarde921          8         5         7         2         10        7         2         2         1         2         3         3         3         7         8         1         
Vardas922           Pavarde922          3         7         2         3         9         2         3         4         1         9         10        8         3         7         6         5         
Vardas923           Pavarde923          5         3         5         3         2         9         8         7         6         6         9         2         10        4         7         2         
Vardas924           Pavarde924          9         7         10        3         6         3         4         1         4         10        6         9         8         7         6         2         
Vardas925           Pavarde925          6         7         5         7         3         7         3         5         1         5         5         9         5         10        3         8         
Vardas926           Pavarde926          7         4         10        7         1         8         10        7         9         5         8         1         4         5         5         4         
Vardas927           Pavarde927          10        4         10        10        8         1         5         4         10        3         9         5         3         1         2         1         
Vardas928           Pavarde928          9         8         5         8         6         7         10        8         8         6         6         4         1         4         2         6         
Vardas929           Pavarde929          3         8         8         3         1         6         8         1         8         6         5         7         8         4         9         6         
Vardas930           Pavarde930          7         7         9         9         9         8         5         8         4         3         8         5         4         2         3         9         
Vardas931           Pavarde931          5         5         6         10        8         5         10        6         3         8         4         2         9         10        3         8         
Vardas932           Pavarde932          10        8         9         1         1         10        4         4         1         10        10        2         3         5         10        4         
Vardas933           Pavarde933          4         4         4         9         8         2         2         6         4         8         2         10        3         3         9         6         
Vardas934           Pavarde934          5         3         2         2         9         6         8         4         10        5         3         3         1         2         9         7         
Vardas935           Pavarde935          1         6         5         10        1         7         5         6         10        5         10        5         8         5         9         1         
Vardas936           Pavarde936          8         2         2         8         3         3         3         6         3         3         9         5         7         1         2         10        
Vardas937           Pavarde937          9         5         1         5         9         1         1         6         5         10        10        10        3         6         5         1         
Vardas938           Pavarde938          2         10        2         9         7         8         9         8         7         6         9         1         6         1         1         2         
Vardas939           Pavarde939          10        2         8         6         7         9         3         8         6         1         5         5         9         9         1         4         
Vardas940           Pavarde940          1         9         5         7         8         3         7         8         4         3         6         2         1         8         9         6         
Vardas941           Pavarde941          1         8         7         9         5         8         7         5         7         5         5         4         5         10        3         6         
Vardas942           Pavarde942          4         9         10        3         5         4         4         10        4         7         2         9         5         4         3         5         
Vardas943           Pavarde943          6         4         10        7         7         7         4         5         8         7         4         4         4         6         10        10        
Vardas944           Pavarde944          3         2         6         7         6         9         4         7         2         7         5         8         9         9         7         7         
Vardas945           Pavarde945          10        8         3         4         6         4         2         8         3         4         7         1         4         4         8         10        
Vardas946           Pavarde946          7         2         9         4         3         8         1         4         4         6         8         9         10        5         5         5         
Vardas947           Pavarde947          6         9         9         10        8         10        7         6         10        1         6         8         1         6         8         9         
Vardas948           Pavarde948          1         10        4         8         3         10        10        7         4         2         6         3         4         5         9         1         
Vardas949           Pavarde949          6         7         8         6         3         9         1         10        10        2         7         6         2         1         9         2         
Vardas950           Pavarde950          10        4         3         6         9         2         4         4         5         6         9         5         8         1         8         3         
Vardas951           Pavarde951          9         1         1         9         2         3         1         4         5         5         3         6         8         2         3         5         
Vardas952           Pavarde952          5         1         10        9         6         9         3         10        5         4         8         8         5         1         6         7         
Vardas953           Pavarde953          9         4         4         10        6         1         8         6         5         4         7         10        1         3         6         8         
Vardas954           Pavarde954          3         4         5         8         3         5         1         3         4         5         8         1         3         6         2         7         
Vardas955           Pavarde955          2         6         7         6         4         1         8         5         10        8         9         7         8         7         7         9         
Vardas956           Pavarde956          7         3         9         2         1         8         9         10        9         7         10        5         4         9         2         1         
Vardas957           Pavarde957          5         5         9         5         7         9         8         7         1         4         4         1         7         10        10        8         
Vardas958           Pavarde958          5         10        6         1         7         9         2         10        7         9         8         9         3         2         5         2         
Vardas959           Pavarde959          3         2         2         6         2         4         5         8         8         8         7         6         2         9         8         6         
Vardas960           Pavarde960          4         9         6         1         8         1         8         2         1         1         2         2         5         10        1         3         
Vardas961           Pavarde961          4         6         8         1         8         8         9         6         3         5         2         7         4         1         9         6         
Vardas962           Pavarde962          7         9         4         10        9         6         5         3         4         3         9         2         8         1         3         10        
Vardas963           Pavarde963          2         8         6         8         4         10        4         1         9         8         9         3         1         9         9         6         
Vardas964           Pavarde964          7         7         4         1         2         8         10        4         5         2         7         8         8         1         3         5         
Vardas965           Pavarde965          2         4         8         3         1         3         7         3         7         2         6         3         4         8         8         5         
