Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.      
Vardas7046          Pavarde7046         1         2         8         5         2         5         2         6         9         10        5         9         6         7         4         2         
Vardas7047          Pavarde7047         2         4         9         3         5         10        5         9         1         7         8         3         1         8         3         1         
Vardas7048          Pavarde7048         7         1         5         4         4         6         6         8         3         6         7         10        3         1         9         4         
Vardas7049          Pavarde7049         4         4         5         9         7         4         3         3         10        4         6         5         1         9         5         10        
Vardas7050          Pavarde7050         3         9         6         3         2         9         6         6         9         2         1         7         9         9         6         5         
Vardas7051          Pavarde7051         3         10        6         6         1         3         1         1         9         6         3         8         8         5         8         4         
Vardas7052          Pavarde7052         10        3         5         6         3         7         9         1         9         7         9         2         6         6         10        1         
Vardas7053          Pavarde7053         4         9         1         4         2         1         1         2         1         6         3         10        2         1         10        2         
Vardas7054          Pavarde7054         1         8         2         8         10        4         10        2         8         6         10        7         6         5         6         2         
Vardas7055          Pavarde7055         2         4         10        7         6         7         9         10        4         9         1         4         7         8         7         5         
Vardas7056          Pavarde7056         2         1         4         3         10        10        4         1         2         6         5         2         3         10        2         3         
Vardas7057          Pavarde7057         9         7         4         2         3         9         8         6         8         6         10        10        6         3         1         7         
Vardas7058          Pavarde7058         6         8         7         9         7         3         10        3         10        3         4         2         9         6         7         1         
Vardas7059          Pavarde7059         3         6         2         7         2         10        3         8         10        1         2         6         10        6         2         8         
Vardas7060          Pavarde7060         2         10        7         6         2         8         7         10        10        6         4         4         4         10        9         5         
Vardas7061          Pavarde7061         6         7         9         7         2         5         8         5         5         1         5         9         10        8         10        7         
Vardas7062          Pavarde7062         10        6         5         6         3         1         6         7         5         2         3         9         9         4         1         4         
Vardas7063          Pavarde7063         8         10        4         5         10        8         6         1         9         8         9         1         6         8         2         8         
Vardas7064          Pavarde7064         10        6         5         3         1         5         9         6         8         7         5         9         5         9         2         2         
Vardas7065          Pavarde7065         6         1         2         9         1         8         10        1         3         5         1         7         5         10        4         5         
Vardas7066          Pavarde7066         4         10        4         10        9         4         6         6         9         5         9         3         8         1         2         2         
Vardas7067          Pavarde7067         5         2         3         10        9         10        2         1         4         3         4         8         10        5         6         4         
Vardas7068          Pavarde7068         3         8         7         5         2         8         10        4         7         10        1         4         10        2         7         8         
Vardas7069          Pavarde7069         2         4         8         4         2         3         10        10        3         6         4         1         2         7         10        4         
Vardas7070          Pavarde7070         8         2         10        1         2         7         9         6         4         9         3         7         3         4         6         2         
Vardas7071          Pavarde7071         8         10        5         4         6         10        7         4         8         8         6         6         1         4         4         8         
Vardas7072          Pavarde7072         5         7         8         1         5         10        2         9         7         4         9         6         6         10        7         6         
Vardas7073          Pavarde7073         4         7         4         8         8         8         1         4         5         2         6         1         7         5         9         10        
Vardas7074          Pavarde7074         8         6         3         8         2         9         7         9         10        7         8         3         1         7         7         2         
Vardas7075          Pavarde7075         8         5         8         4         1         7         10        10        9         8         10        8         9         4         3         9         
Vardas7076          Pavarde7076         8         10        5         3         2         6         4         4         8         8         6         9         1         10        3         5         
Vardas7077          Pavarde7077         8         1         6         9         5         4         1         7         7         5         1         2         2         5         10        8         
Vardas7078          Pavarde7078         1         4         4         9         4         3         2         1         2         5         1         1         7         3         4         4         
Vardas7079          Pavarde7079         8         3         3         1         9         3         5         5         10        1         2         7         5         3         10        3         
Vardas7080          Pavarde7080         3         4         10        1         10        2         10        10        8         2         6         7         6         1         6         4         
Vardas7081          Pavarde7081         10        4         8         2         2         3         8         10        2         5         5         5         6         3         1         7         
Vardas7082          Pavarde7082         8         9         6         6         9         7         5         6         1         2         6         10        10        4         2         4         
Vardas7083          Pavarde7083         6         10        10        6         9         10        7         10        3         2         6         4         7         4         2         9         
Vardas7084          Pavarde7084         5         3         4         3         10        6         10        2         5         3         8         6         10        8         7         2         
Vardas7085          Pavarde7085         3         4         3         8         1         2         8         9         3         2         4         1         6         5         2         6         
Vardas7086          Pavarde7086         2         5         6         2         2         4         1         7         8         3         9         6         9         10        3         6         
Vardas7087          Pavarde7087         9         2         8         9         6         4         5         9         9         3         9         1         3         6         9         10        
Vardas7088          Pavarde7088         2         10        4         2         7         9         7         2         5         4         3         10        10        1         7         4         
Vardas7089          Pavarde7089         2         2         2         2         4         5         9         7         6         8         8         8         7         2         7         5         
Vardas7090          Pavarde7090         10        10        7         5         6         4         10        10        6         4         5         2         1         2         8         7         
Vardas7091          Pavarde7091         5         9         2         6         5         2         10        9         9         2         3         6         5         8         4         9         
Vardas7092          Pavarde7092         3         4         4         5         5         4         1         9         10        9         8         10        8         9         9         9         
Vardas7093          Pavarde7093         7         9         9         7         3         3         4         5         6         6         10        8         1         10        8         5         
Vardas7094          Pavarde7094         2         10        4         9         1         9         7         1         1         6         3         7         6         3         9         2         
Vardas7095          Pavarde7095         5         6         10        9         2         9         6         10        9         8         2         1         5         3         2         1         
Vardas7096          Pavarde7096         4         10        5         3         10        9         8         5         1         3         4         5         1         4         4         6         
Vardas7097          Pavarde7097         9         10        9         2         3         10        2         9         10        1         6         3         6         3         7         2         
Vardas7098          Pavarde7098         5         7         4         6         8         5         5         1         6         10        1         8         3         10        8         10        
Vardas7099          Pavarde7099         8         3         7         6         8         3         3         9         2         7         5         2         1         3         4         2         
Vardas7100          Pavarde7100         2         10        6         6         2         5         10        3         3         3         5         4         7         8         1         3         
Vardas7101          Pavarde7101         3         10        2         3         2         8         2         10        5         5         10        2         7         3         8         8         
Vardas7102          Pavarde7102         6         3         5         4         2         2         1         9         4         5         6         5         4         5         1         10        
Vardas7103          Pavarde7103         9         6         2         5         6         7         7         1         3         5         6         8         8         10        7         5         
Vardas7104          Pavarde7104         7         10        10        8         9         1         9         6         6         1         10        9         9         3         4         8         
Vardas7105          Pavarde7105         10        9         10        6         1         6         1         7         6         10        3         8         10        2         9         6         
Vardas7106          Pavarde7106         1         8         6         10        2         8         1         2         10        7         1         5         1         5         4         6         
Vardas7107          Pavarde7107         3         1         10        1         6         9         8         9         2         7         7         10        2         6         7         2         
Vardas7108          Pavarde7108         5         7         10        7         4         4         4         5         6         5         9         8         6         9         6         7         
Vardas7109          Pavarde7109         6         4         8         1         10        5         6         6         6         9         7         10        7         5         5         9         
Vardas7110          Pavarde7110         5         7         8         4         4         1         9         6         2         9         3         2         2         2         8         2         
Vardas7111          Pavarde7111         3         8         1         2         10        10        7         3         1         8         4         5         4         7         1         4         
Vardas7112          Pavarde7112         5         5         6         7         3         3         7         4         5         1         10        7         10        7         10        3         
Vardas7113          Pavarde7113         5         2         5         4         8         7         9         7         4         4         2         9         8         9         6         7         
Vardas7114          Pavarde7114         7         3         5         5         9         3         4         7         8         4         7         9         2         4         1         8         
Vardas7115          Pavarde7115         4         6         2         8         9         6         7         9         10        3         9         8         3         3         1         5         
Vardas7116          Pavarde7116         8         10        3         8         7         7         8         6         1         2         10        3         6         10        7         5         
Vardas7117          Pavarde7117         3         8         7         4         3         6         10        6         1         2         7         6         5         6         4         2         
Vardas7118          Pavarde7118         4         2         7         8         8         10        5         8         7         8         2         6         5         5         5         7         
Vardas7119          Pavarde7119         7         4         10        9         6         3         5         7         9         4         8         6         5         6         3         7         
Vardas7120          Pavarde7120         9         10        7         9         2         1         8         1         6         9         6         2         5         8         9         4         
Vardas7121          Pavarde7121         6         5         10        7         7         7         8         5         3         7         4         3         7         3         5         10        
Vardas7122          Pavarde7122         1         5         10        3         6         7         6         7         2         10        1         4         2         8         3         7         
Vardas7123          Pavarde7123         2         3         7         1         2         7         3         6         9         4         10        1         4         10        8         2         
Vardas7124          Pavarde7124         9         4         2         6         7         7         8         5         2         7         6         5         1         4         8         2         
Vardas7125          Pavarde7125         1         2         1         5         2         5         1         5         5         5         9         8         6         10        8         1         
Vardas7126          Pavarde7126         7         6         10        7         10        1         1         8         3         1         1         6         3         6         10        2         
Vardas7127          Pavarde7127         3         8         1         2         2         1         6         4         5         7         4         7         9         5         8         5         
Vardas7128          Pavarde7128         8         5         7         6         9         4         7         9         3         3         3         2         1         2         1         5         
Vardas7129          Pavarde7129         6         3         2         3         5         4         1         7         6         4         7         5         9         9         6         2         
Vardas7130          Pavarde7130         8         2         10        8         1         3         7         5         1         2         9         2         2         5         2         6         
Vardas7131          Pavarde7131         3         9         9         7         9         10        4         2         3         8         2         9         7         1         1         6         
Vardas7132          Pavarde7132         8         1         10        4         7         7         10        9         5         8         4         9         1         7         4         4         
Vardas7133          Pavarde7133         3         2         10        5         5         9         7         8         5         6         6         8         6         3         1         5         
Vardas7134          Pavarde7134         9         8         1         1         3         5         5         9         5         4         5         7         5         1         9         10        
Vardas7135          Pavarde7135         5         7         9         4         7         7         7         9         1         8         1         10        1         10        3         10        
Vardas7136          Pavarde7136         2         6         7         5         10        3         10        5         9         4         8         2         9         1         2         1         
Vardas7137          Pavarde7137         8         5         2         7         10        9         6         7         7         5         7         1         5         1         8         6         
Vardas7138          Pavarde7138         8         5         6         1         3         9         1         10        10        8         1         7         1         9         1         7         
Vardas7139          Pavarde7139         3         7         2         8         8         1         5         1         4         2         6         9         5         6         9         8         
Vardas7140          Pavarde7140         7         8         1         9         7         10        7         10        6         1         3         8         9         7         1         6         
Vardas7141          Pavarde7141         5         3         7         10        8         6         6         5         2         2         4         10        1         10        6         3         
Vardas7142          Pavarde7142         9         3         9         3         5         8         6         8         7         3         2         5         6         1         9         7         
Vardas7143          Pavarde7143         10        3         1         7         2         8         2         9         9         2         8         6         5         9         7         5         
Vardas7144          Pavarde7144         5         6         7         9         7         10        2         9         9         8         4         8         2         5         7         1         
Vardas7145          Pavarde7145         7         4         5         10        5         9         6         9         2         8         4         9         8         3         8         7         
Vardas7146          Pavarde7146         5         10        2         1         4         2         7         1         5         3         9         9         9         2         5         9         
Vardas7147          Pavarde7147         9         6         8         1         8         2         1         8         9         7         5         5         4         1         7         4         
Vardas7148          Pavarde7148         9         5         8         3         4         4         2         1         8         3         9         1         3         7         2         10        
Vardas7149          Pavarde7149         3         8         5         9         1         2         7         6         5         8         4         10        7         2         8         7         
Vardas7150          Pavarde7150         6         9         7         7         6         10        5         3         2         1         1         9         2         5         7         9         
Vardas7151          Pavarde7151         1         4         1         6         4         4         6         5         7         3         9         9         1         5         5         2         
Vardas7152          Pavarde7152         3         10        1         8         6         3         2         7         1         2         1         4         3         6         6         8         
Vardas7153          Pavarde7153         8         4         6         7         9         6         5         6         5         5         5         10        1         5         5         8         
Vardas7154          Pavarde7154         3         8         7         2         7         5         8         5         1         5         2         4         1         1         2         10        
Vardas7155          Pavarde7155         6         9         6         4         8         2         10        8         4         8         2         10        4         2         9         6         
Vardas7156          Pavarde7156         3         2         2         3         8         6         3         10        8         10        8         2         1         5         8         6         
Vardas7157          Pavarde7157         5         9         7         4         10        8         1         4         10        8         3         8         2         1         8         1         
Vardas7158          Pavarde7158         7         2         8         6         7         10        8         6         9         5         7         6         4         2         4         4         
Vardas7159          Pavarde7159         8         3         9         1         2         1         3         4         6         7         7         10        1         3         10        8         
Vardas7160          Pavarde7160         9         9         2         10        1         6         2         1         4         8         3         4         7         10        2         5         
Vardas7161          Pavarde7161         5         3         8         6         9         9         4         5         7         3         7         2         3         1         1         7         
Vardas7162          Pavarde7162         7         7         10        1         3         7         7         1         7         2         4         9         9         3         5         1         
Vardas7163          Pavarde7163         8         3         4         4         8         9         4         8         5         5         5         8         1         7         3         7         
Vardas7164          Pavarde7164         5         4         3         4         8         2         6         2         4         9         8         8         4         9         3         5         
Vardas7165          Pavarde7165         2         5         8         8         5         3         9         4         1         7         2         5         2         5         8         5         
Vardas7166          Pavarde7166         7         2         8         10        2         10        6         3         10        8         2         9         2         5         5         3         
Vardas7167          Pavarde7167         6         9         2         5         5         10        8         6         3         5         4         10        7         6         7         5         
Vardas7168          Pavarde7168         3         4         8         7         7         1         3         6         5         10        5         1         7         1         1         7         
Vardas7169          Pavarde7169         1         8         1         5         6         5         8         2         3         3         3         9         7         3         5         10        
Vardas7170          Pavarde7170         10        4         7         10        10        8         2         6         7         9         10        7         2         1         1         1         
Vardas7171          Pavarde7171         8         5         5         7         2         8         3         8         2         1         9         6         7         3         8         10        
Vardas7172          Pavarde7172         3         3         4         10        2         2         10        3         6         6         4         9         10        7         2         3         
Vardas7173          Pavarde7173         1         9         2         2         8         7         5         1         9         9         7         3         7         6         6         4         
Vardas7174          Pavarde7174         6         10        10        9         8         9         7         8         2         5         7         5         8         4         10        6         
Vardas7175          Pavarde7175         1         8         9         6         10        2         7         6         6         3         3         4         10        2         1         6         
Vardas7176          Pavarde7176         2         2         9         8         4         3         10        9         10        5         7         3         4         9         6         1         
Vardas7177          Pavarde7177         7         4         4         3         9         4         4         2         8         3         7         2         9         3         10        3         
Vardas7178          Pavarde7178         10        9         7         4         1         8         6         5         8         2         5         7         5         3         10        6         
Vardas7179          Pavarde7179         2         2         3         5         9         10        4         2         7         7         6         4         9         8         10        10        
Vardas7180          Pavarde7180         1         2         5         3         1         2         3         9         10        2         2         5         8         10        4         10        
Vardas7181          Pavarde7181         10        5         8         5         5         4         9         10        2         2         7         2         1         2         5         8         
Vardas7182          Pavarde7182         6         2         8         9         2         9         9         8         5         5         4         6         5         10        7         7         
Vardas7183          Pavarde7183         7         2         8         3         5         7         7         7         9         9         2         9         7         8         3         9         
Vardas7184          Pavarde7184         8         9         6         10        10        1         2         3         5         5         2         4         8         1         2         1         
Vardas7185          Pavarde7185         4         2         8         3         8         1         3         7         8         9         5         9         9         9         6         3         
Vardas7186          Pavarde7186         7         7         7         5         7         1         10        5         4         10        10        2         6         8         5         8         
Vardas7187          Pavarde7187         8         9         2         10        6         8         7         7         2         10        10        1         10        2         10        3         
Vardas7188          Pavarde7188         10        4         8         3         2         10        8         2         1         7         6         1         3         9         9         2         
Vardas7189          Pavarde7189         4         3         4         9         8         6         6         7         8         7         3         1         9         5         1         5         
Vardas7190          Pavarde7190         3         6         5         1         5         7         9         7         5         10        6         3         3         9         3         9         
Vardas7191          Pavarde7191         7         10        9         9         5         1         8         3         7         9         5         9         3         3         8         10        
Vardas7192          Pavarde7192         6         7         9         7         1         1         9         9         2         10        7         3         5         5         9         10        
Vardas7193          Pavarde7193         3         5         7         5         1         5         8         9         4         1         3         10        7         8         1         7         
Vardas7194          Pavarde7194         6         9         9         6         10        4         2         7         3         10        6         7         3         8         2         5         
Vardas7195          Pavarde7195         6         4         6         2         4         3         10        6         5         5         8         8         7         5         8         8         
Vardas7196          Pavarde7196         4         10        10        7         1         9         3         4         8         7         4         10        2         5         2         8         
Vardas7197          Pavarde7197         5         1         4         1         4         6         4         7         10        5         2         3         9         6         3         4         
Vardas7198          Pavarde7198         10        7         1         1         8         2         10        6         3         9         1         4         3         10        8         5         
Vardas7199          Pavarde7199         4         8         8         9         4         3         9         4         3         6         6         1         7         7         9         1         
Vardas7200          Pavarde7200         4         1         2         4         3         7         6         8         9         1         10        1         9         5         7         2         
Vardas7201          Pavarde7201         8         10        5         7         4         3         4         4         6         5         5         5         1         9         8         4         
Vardas7202          Pavarde7202         4         3         10        7         2         5         1         5         7         9         6         6         7         8         9         7         
Vardas7203          Pavarde7203         5         7         4         6         4         6         9         6         4         2         5         8         9         5         5         6         
Vardas7204          Pavarde7204         6         9         7         8         6         9         5         10        10        3         7         1         1         8         8         10        
Vardas7205          Pavarde7205         6         6         7         10        3         3         2         10        10        1         3         4         10        2         3         10        
Vardas7206          Pavarde7206         2         7         1         9         5         8         8         1         9         6         6         10        6         1         1         10        
Vardas7207          Pavarde7207         3         1         3         1         1         3         3         9         4         5         6         5         3         8         3         3         
Vardas7208          Pavarde7208         4         6         10        3         9         10        4         3         6         9         6         3         2         8         2         5         
Vardas7209          Pavarde7209         9         5         1         2         10        1         5         1         10        7         10        1         10        7         3         5         
Vardas7210          Pavarde7210         6         4         8         8         8         5         5         8         8         4         7         10        3         6         7         6         
Vardas7211          Pavarde7211         3         10        4         1         9         7         8         1         3         2         3         1         10        10        3         7         
Vardas7212          Pavarde7212         2         1         8         9         8         1         10        7         4         10        7         3         4         9         2         6         
Vardas7213          Pavarde7213         7         8         9         8         9         7         10        7         2         4         10        9         9         9         5         1         
Vardas7214          Pavarde7214         9         4         1         10        5         3         6         3         7         2         2         9         8         4         9         10        
Vardas7215          Pavarde7215         2         4         3         9         5         4         7         4         6         4         10        4         6         7         5         5         
Vardas7216          Pavarde7216         5         1         10        10        4         8         4         5         4         6         1         1         6         7         10        10        
Vardas7217          Pavarde7217         7         10        8         2         9         6         1         1         9         7         7         7         8         10        1         10        
Vardas7218          Pavarde7218         5         6         2         9         2         5         2         5         4         6         7         6         6         3         6         4         
Vardas7219          Pavarde7219         4         3         9         5         4         9         7         7         9         5         6         3         8         9         6         5         
Vardas7220          Pavarde7220         9         10        6         2         5         5         8         10        10        6         2         6         1         3         3         3         
Vardas7221          Pavarde7221         7         9         9         8         8         1         6         6         5         10        7         3         9         3         6         7         
Vardas7222          Pavarde7222         6         5         1         5         3         7         8         5         9         5         4         8         4         1         5         8         
Vardas7223          Pavarde7223         9         9         4         10        3         2         2         8         7         3         1         6         4         10        1         8         
Vardas7224          Pavarde7224         10        6         6         10        3         4         4         7         10        8         3         9         1         9         1         5         
Vardas7225          Pavarde7225         2         9         7         1         2         3         6         8         7         10        4         5         2         2         10        10        
Vardas7226          Pavarde7226         6         6         1         3         2         8         2         10        6         9         10        7         7         9         5         1         
Vardas7227          Pavarde7227         2         8         9         3         5         9         2         9         2         6         6         3         8         10        8         1         
Vardas7228          Pavarde7228         7         6         2         8         1         2         3         8         2         5         3         7         9         10        3         5         
Vardas7229          Pavarde7229         7         7         6         8         10        8         10        1         3         6         1         3         7         4         8         8         
Vardas7230          Pavarde7230         8         7         10        4         6         10        6         7         10        9         9         8         9         4         10        2         
Vardas7231          Pavarde7231         4         1         6         1         4         7         8         10        2         7         9         5         8         7         9         2         
Vardas7232          Pavarde7232         9         10        2         3         4         10        8         6         9         10        7         9         1         4         4         6         
Vardas7233          Pavarde7233         1         10        4         1         6         10        5         1         3         4         9         3         1         6         7         1         
Vardas7234          Pavarde7234         9         8         9         4         2         9         4         1         2         1         7         5         2         6         2         3         
Vardas7235          Pavarde7235         8         3         10        4         3         9         8         7         5         7         7         3         1         3         4         7         
Vardas7236          Pavarde7236         1         1         6         7         7         5         2         2         6         10        5         5         1         3         9         8         
Vardas7237          Pavarde7237         8         5         5         4         6         9         2         8         5         3         1         1         2         9         3         9         
Vardas7238          Pavarde7238         8         10        8         5         3         7         10        9         3         4         3         10        3         8         10        9         
Vardas7239          Pavarde7239         9         7         10        8         3         10        3         6         2         3         6         6         8         7         2         8         
Vardas7240          Pavarde7240         9         9         9         2         4         9         9         2         1         9         8         8         6         7         4         1         
Vardas7241          Pavarde7241         1         1         4         3         3         9         2         1         8         4         7         3         5         9         3         5         
Vardas7242          Pavarde7242         7         9         9         5         6         8         6         3         8         4         10        8         7         4         7         4         
Vardas7243          Pavarde7243         2         4         8         10        1         10        4         5         4         9         6         8         5         6         8         5         
Vardas7244          Pavarde7244         6         9         4         7         1         4         5         8         5         2         9         6         3         5         10        5         
Vardas7245          Pavarde7245         2         4         1         7         7         5         10        2         3         8         1         10        10        9         2         4         
Vardas7246          Pavarde7246         8         8         7         2         6         1         8         8         7         7         4         7         10        1         3         5         
Vardas7247          Pavarde7247         2         1         9         7         7         3         5         8         9         8         10        1         10        9         5         4         
Vardas7248          Pavarde7248         2         7         2         10        8         8         5         7         8         8         4         5         6         9         7         6         
Vardas7249          Pavarde7249         9         7         5         9         1         10        7         9         10        6         8         6         9         9         8         10        
Vardas7250          Pavarde7250         7         3         4         10        9         5         4         8         1         6         8         3         8         9         9         4         
Vardas7251          Pavarde7251         6         6         10        8         9         4         3         5         4         3         1         3         7         6         6         9         
Vardas7252          Pavarde7252         10        5         1         9         4         3         7         5         6         4         10        10        9         1         4         2         
Vardas7253          Pavarde7253         1         3         7         8         6         9         4         4         9         7         8         7         1         1         2         4         
Vardas7254          Pavarde7254         7         2         1         1         9         7         4         2         8         8         10        3         2         7         2         7         
Vardas7255          Pavarde7255         2         8         6         2         2         10        5         8         2         2         7         1         4         6         4         6         
Vardas7256          Pavarde7256         2         4         10        8         4         10        9         9         8         4         5         7         3         9         4         3         
Vardas7257          Pavarde7257         1         1         1         5         8         1         10        2         6         7         7         4         7         8         10        2         
Vardas7258          Pavarde7258         5         9         10        10        8         8         5         1         10        8         9         1         10        10        3         9         
Vardas7259          Pavarde7259         9         9         3         9         3         8         1         9         8         9         3         10        5         1         3         1         
Vardas7260          Pavarde7260         5         3         10        1         9         7         10        10        5         5         5         10        2         6         5         2         
Vardas7261          Pavarde7261         2         8         2         10        7         6         1         9         3         7         8         10        8         3         4         7         
Vardas7262          Pavarde7262         9         1         2         8         10        8         7         4         6         4         1         6         1         6         8         10        
Vardas7263          Pavarde7263         7         5         8         2         5         8         7         8         5         1         8         4         4         10        7         6         
Vardas7264          Pavarde7264         4         4         2         1         10        8         6         3         9         2         4         4         1         8         1         7         
Vardas7265          Pavarde7265         3         9         5         8         8         5         1         10        3         5         3         10        5         5         8         6         
Vardas7266          Pavarde7266         8         4         3         9         3         1         4         5         7         6         9         4         1         1         4         6         
Vardas7267          Pavarde7267         2         2         9         5         6         5         4         7         2         6         1         9         1         10        2         3         
Vardas7268          Pavarde7268         6         3         5         9         4         4         6         6         4         7         9         10        8         8         9         6         
